#SampleID	faith_pd
101-1001.1	18.6451186021082
101-1001.2	20.48626667683425
101-1001.4	15.46081495643813
101-1002.2	20.98526486121551
101-1002.4	14.12796757169565
101-1002.7	20.10736358987202
101-1003.1	47.65614497238028
101-1003.2	41.48581326479383
101-1003.4	24.70896177662917
101-1003.6	26.67096379418444
110-1002.6	27.40187805955345
110-1003.1	27.30614645217611
110-1003.2	27.14948105456733
110-1003.3	15.60423374820834
110-1003.6	27.47040263400083
110-1004.1	19.236857868127
110-1004.7	28.27092537345294
110-1005.3	16.79072192409512
110-1005.4	18.14709555953567
110-1005.6	32.84533113986288
110-1005.7	35.18725160121022
114-1002.3	12.43606255590402
114-1002.5	16.65570684337615
114-1002.6	31.13255175286639
114-1003.3	16.4108800834332
114-1004.2	11.68096917324243
114-1004.6	15.25280523823858
114-1005.2	9.857427069184268
114-1005.5	17.97123416743892
116-1001.4	14.76268008358363
116-1001.7	29.67778388542377
116-1001.U	13.91776207448504
116-1002.2	18.99284694912461
116-1002.4	10.45672487294814
116-1002.6	15.87755328893076
116-1003.1	16.95063058137612
116-1003.2	13.72372857301195
116-1003.3	8.744340155723705
116-1003.6	11.87950471772251
116-1003.7	39.30505985418495
116-1004.2	20.59951458510006
116-1004.4	18.45499858444754
116-1004.5	19.2869315334645
116-1004.6	23.21908338349132
116-1006.1	12.07427201236806
116-1006.2	12.30299608948951
116-1006.4	10.1075074823566
116-1008.1	11.83297499175825
116-1009.2	16.54145652908716
116-1010.5	25.20369934658055
116-1011.2	28.05632179995371
116-1011.4	22.05016822453258
116-1012.1	25.10640197863776
116-1012.2	25.70690170973427
116-1012.4	18.80294904505598
116-1012.5	25.79401268854549
117-1945.7	29.31945377807466
120-2201.2	29.41007167797295
120-2201.5	25.91205836923049
120-2201.6	36.79622082203994
120-2201.7	42.64873614035469
120-2203.2	13.54999831711535
120-2203.4	11.63216804417533
120-2203.5	13.99918416092254
120-2203.6	16.33386098821194
120-2203.7	14.06554463964574
120-2205.2	20.95177325786182
120-2205.4	15.43560751915527
120-2205.5	29.91513003765488
120-2205.U	25.075544015466
122-1001.1	41.38396319218163
122-1001.4	30.20862911277408
122-1001.5	29.67925029321134
122-1001.6	34.57513511434558
122-1001.7	39.15815245801468
122-1002.2	57.8916494550511
122-1002.6	54.29366608320141
122-1003.1	27.23065228148789
122-1003.2	30.41038380179157
122-1003.3	23.27011064930298
122-1003.5	22.89398303392892
123-1001.5	22.47980948575554
128-1001.1	27.40945610313349
128-1001.U	26.35362308289484
128-1002.1	19.42176232515406
128-1002.2	17.05890400541927
128-1002.3	17.21054493916023
128-1002.6	25.24737913728363
128-1002.7	26.02358927292119
130-1001.3	12.96223906697668
130-1001.5	17.02198536975363
130-1001.6	23.49390740249396
130-1001.7	22.7162316761158
131-1001.2	13.41206555070636
131-1001.3	10.17374499345726
139-1001.3	9.522628710681261
139-1001.4	8.008455324719137
139-1001.U	11.8102081663846
139-1002.2	11.58499165194792
139-1002.3	13.24931722383809
139-1002.7	13.63648523098368
140-1002.3	20.03157747934642
140-1002.5	17.65734633964121
140-1003.3	14.51655519982535
146-1001.2	36.26294128313953
146-1001.3	31.36182226014893
146-1001.4	22.52194270586642
146-1001.5	24.19776326143506
146-1001.6	35.52462192504481
146-1002.1	46.6834207919685
146-1002.2	43.24754844132713
146-1002.7	34.11716703303256
146-1003.4	24.49789400569642
146-1003.5	25.89421733227181
146-1004.1	35.59009560715276
146-1004.2	31.23113977742594
146-1004.4	35.43461083021998
146-1004.6	40.48845532188329
146-1004.7	43.84530778321994
101-1002.6	17.24309630548731
101-1003.5	28.8600132330443
110-1004.2	19.81357307318029
114-1003.2	19.8505660578362
116-1010.2	31.41257427119803
117-1945.5	25.14564345631516
Mock20241216a	19.35228712231833
101-1001.3	15.14340927854073
101-1001.5	13.90494846437957
101-1001.6	18.75503587149916
101-1001.7	18.74972765886116
101-1002.3	13.98478158818182
101-1002.5	14.550221635735
101-1002.U	19.3436074094401
101-1003.3	38.65999157477888
101-1003.7	24.29023829105603
103-1001.1	25.84970548014485
110-1002.1	17.12407629475479
110-1002.2	23.81542257073983
110-1002.3	14.08119904960347
110-1002.4	17.15950966297379
110-1002.5	17.90514565649795
110-1002.7	29.50837346382202
110-1003.4	21.19675879626618
110-1003.5	21.85865917230632
110-1003.7	33.76493204291285
110-1004.3	15.00746312846888
110-1004.4	12.18016432863118
110-1004.5	13.14485959598159
110-1004.6	22.57308463490313
110-1005.2	23.14938386696792
110-1005.5	24.30921784272977
114-1002.2	17.34674996121589
114-1002.4	13.61155249736095
114-1002.7	13.23259822064142
114-1003.7	34.47364664779343
114-1004.1	10.39673402168455
114-1004.4	31.07540659213015
114-1004.5	10.93512775520259
114-1005.4	13.74528584162124
114-1005.6	13.19162722401524
114-1005.7	40.23327336717114
116-1001.2	18.67534509388736
116-1001.3	13.52688366391362
116-1001.6	14.83134916009453
116-1002.3	7.872789580905192
116-1002.5	14.4997781945292
116-1002.7	15.8621044812295
116-1003.4	11.3167329924018
116-1003.5	15.74829603449615
116-1003.U	18.58013902140362
116-1004.1	20.65595732284959
116-1004.3	8.024240261208661
116-1004.7	27.52032038901703
116-1006.5	17.62536124797191
116-1006.U	20.64964259746887
116-1007.1	10.84160442985103
116-1007.2	10.60475989787432
116-1007.4	9.2671417971344
116-1007.5	13.88261037516162
116-1008.4	11.25916774246093
116-1008.5	26.32473682846052
116-1009.1	17.23879983344602
116-1009.4	10.14835299409685
116-1009.5	19.72125392128374
116-1010.4	11.68350393917785
116-1011.1	29.42893380440825
116-1011.5	24.14870130790207
117-1945.1	18.75842964785465
117-1945.2	17.32176068405948
117-1945.3	16.53073234802832
117-1945.4	16.11213067761992
117-1945.6	23.93366556753193
120-2201.1	32.18250748823033
120-2201.3	17.87470640415984
120-2201.4	19.14825378176198
120-2203.1	12.93373312585391
120-2203.3	11.41465348192048
120-2203.U	10.04950961810994
120-2204.1	19.80377387787934
120-2204.2	20.28781107259584
120-2204.4	16.56358291651458
120-2204.5	13.63352784223918
120-2204.U	13.72512453224863
120-2205.1	21.7985166493068
122-1001.2	29.82594836355413
122-1002.1	53.54831069472062
122-1002.3	30.75195053670842
122-1002.4	26.61751984643348
122-1002.5	42.72174306868857
122-1002.7	47.78318564721502
122-1003.4	20.0741194039868
122-1003.6	26.38985855965814
122-1003.7	21.83726134727073
123-1001.1	24.77802205977193
123-1001.2	25.78527485089054
123-1001.3	23.92117006361161
123-1001.4	14.91046237755444
123-1001.6	30.43945454739669
123-1001.7	34.11784086060528
128-1001.2	25.50298597287735
128-1001.3	14.78027134406858
128-1001.4	12.72431848502168
128-1001.6	28.68856233489635
128-1001.7	13.86444524230262
128-1002.5	15.58593324289926
130-1001.2	23.27478431346572
130-1001.4	11.10758931381525
131-1001.1	15.90548944361075
139-1001.2	17.76502818698907
139-1001.5	11.40545784909233
139-1001.6	16.14108451694034
139-1001.7	17.58597631229566
139-1002.4	13.41055868265323
139-1002.5	10.67519205180997
139-1002.6	12.79449752527421
140-1002.4	14.47073622710934
140-1002.7	19.48693067552261
146-1001.1	38.03653952341972
146-1001.7	32.66336077469833
146-1002.3	35.68075827848179
146-1002.4	29.25764136378768
146-1002.5	36.53772228388925
146-1002.6	35.49627183353954
146-1003.1	31.4891398502121
146-1003.2	31.72283719106792
146-1003.3	29.80064310716432
146-1003.6	33.99806781244047
146-1003.7	38.794475417022
146-1004.3	36.22596540532356
146-1004.5	37.40761238433134
